2024-11-07 09:00:12,998 INFO    MainThread:1552870 [wandb_setup.py:_flush():79] Current SDK version is 0.18.6
2024-11-07 09:00:12,999 INFO    MainThread:1552870 [wandb_setup.py:_flush():79] Configure stats pid to 1552870
2024-11-07 09:00:12,999 INFO    MainThread:1552870 [wandb_setup.py:_flush():79] Loading settings from /home/kmirijan/.config/wandb/settings
2024-11-07 09:00:12,999 INFO    MainThread:1552870 [wandb_setup.py:_flush():79] Loading settings from /home/kmirijan/wandb/wandb-llm-apps-course/llm-apps-course/notebooks/wandb/settings
2024-11-07 09:00:12,999 INFO    MainThread:1552870 [wandb_setup.py:_flush():79] Loading settings from environment variables: {}
2024-11-07 09:00:12,999 INFO    MainThread:1552870 [wandb_setup.py:_flush():79] Applying setup settings: {'mode': None, '_disable_service': None}
2024-11-07 09:00:12,999 INFO    MainThread:1552870 [wandb_setup.py:_flush():79] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-11-07 09:00:12,999 INFO    MainThread:1552870 [wandb_setup.py:_flush():79] Applying login settings: {}
2024-11-07 09:00:12,999 INFO    MainThread:1552870 [wandb_init.py:_log_setup():533] Logging user logs to /home/kmirijan/wandb/wandb-llm-apps-course/llm-apps-course/notebooks/wandb/run-20241107_090012-z8operg5/logs/debug.log
2024-11-07 09:00:12,999 INFO    MainThread:1552870 [wandb_init.py:_log_setup():534] Logging internal logs to /home/kmirijan/wandb/wandb-llm-apps-course/llm-apps-course/notebooks/wandb/run-20241107_090012-z8operg5/logs/debug-internal.log
2024-11-07 09:00:12,999 INFO    MainThread:1552870 [wandb_init.py:_jupyter_setup():479] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7f8d121c4ac0>
2024-11-07 09:00:12,999 INFO    MainThread:1552870 [wandb_init.py:init():619] calling init triggers
2024-11-07 09:00:12,999 INFO    MainThread:1552870 [wandb_init.py:init():626] wandb.init called with sweep_config: {}
config: {}
2024-11-07 09:00:12,999 INFO    MainThread:1552870 [wandb_init.py:init():669] starting backend
2024-11-07 09:00:12,999 INFO    MainThread:1552870 [wandb_init.py:init():673] sending inform_init request
2024-11-07 09:00:13,000 INFO    MainThread:1552870 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-11-07 09:00:13,000 INFO    MainThread:1552870 [wandb_init.py:init():686] backend started and connected
2024-11-07 09:00:13,001 INFO    MainThread:1552870 [wandb_run.py:_label_probe_notebook():1341] probe notebook
2024-11-07 09:00:13,002 INFO    MainThread:1552870 [wandb_init.py:init():781] updated telemetry
2024-11-07 09:00:13,036 INFO    MainThread:1552870 [wandb_init.py:init():814] communicating run to backend with 90.0 second timeout
2024-11-07 09:00:16,028 INFO    MainThread:1552870 [wandb_init.py:init():867] starting run threads in backend
2024-11-07 09:00:16,160 INFO    MainThread:1552870 [wandb_run.py:_console_start():2451] atexit reg
2024-11-07 09:00:16,160 INFO    MainThread:1552870 [wandb_run.py:_redirect():2299] redirect: wrap_raw
2024-11-07 09:00:16,160 INFO    MainThread:1552870 [wandb_run.py:_redirect():2364] Wrapping output streams.
