2024-11-11 08:03:28,169 INFO    MainThread:32609 [wandb_setup.py:_flush():79] Current SDK version is 0.18.6
2024-11-11 08:03:28,170 INFO    MainThread:32609 [wandb_setup.py:_flush():79] Configure stats pid to 32609
2024-11-11 08:03:28,170 INFO    MainThread:32609 [wandb_setup.py:_flush():79] Loading settings from /home/kmirijan/.config/wandb/settings
2024-11-11 08:03:28,170 INFO    MainThread:32609 [wandb_setup.py:_flush():79] Loading settings from /home/kmirijan/wandb/wandb-llm-apps-course/llm-apps-course/notebooks/wandb/settings
2024-11-11 08:03:28,170 INFO    MainThread:32609 [wandb_setup.py:_flush():79] Loading settings from environment variables: {}
2024-11-11 08:03:28,170 INFO    MainThread:32609 [wandb_setup.py:_flush():79] Applying setup settings: {'mode': None, '_disable_service': None}
2024-11-11 08:03:28,170 INFO    MainThread:32609 [wandb_setup.py:_flush():79] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-11-11 08:03:28,170 INFO    MainThread:32609 [wandb_setup.py:_flush():79] Applying login settings: {}
2024-11-11 08:03:28,170 INFO    MainThread:32609 [wandb_init.py:_log_setup():533] Logging user logs to /home/kmirijan/wandb/wandb-llm-apps-course/llm-apps-course/notebooks/wandb/run-20241111_080328-263wnyso/logs/debug.log
2024-11-11 08:03:28,170 INFO    MainThread:32609 [wandb_init.py:_log_setup():534] Logging internal logs to /home/kmirijan/wandb/wandb-llm-apps-course/llm-apps-course/notebooks/wandb/run-20241111_080328-263wnyso/logs/debug-internal.log
2024-11-11 08:03:28,170 INFO    MainThread:32609 [wandb_init.py:_jupyter_setup():479] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7ff8de7fad30>
2024-11-11 08:03:28,170 INFO    MainThread:32609 [wandb_init.py:init():619] calling init triggers
2024-11-11 08:03:28,170 INFO    MainThread:32609 [wandb_init.py:init():626] wandb.init called with sweep_config: {}
config: {}
2024-11-11 08:03:28,170 INFO    MainThread:32609 [wandb_init.py:init():669] starting backend
2024-11-11 08:03:28,170 INFO    MainThread:32609 [wandb_init.py:init():673] sending inform_init request
2024-11-11 08:03:28,171 INFO    MainThread:32609 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-11-11 08:03:28,171 INFO    MainThread:32609 [wandb_init.py:init():686] backend started and connected
2024-11-11 08:03:28,174 INFO    MainThread:32609 [wandb_run.py:_label_probe_notebook():1341] probe notebook
2024-11-11 08:03:28,175 INFO    MainThread:32609 [wandb_init.py:init():781] updated telemetry
2024-11-11 08:03:28,219 INFO    MainThread:32609 [wandb_init.py:init():814] communicating run to backend with 90.0 second timeout
